Category	Term	Count	Percentage	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-2500257~Resolution of Sister Chromatid Cohesion	15	4.21348314606742	6.70769206615257E-08	ENSG00000156970, ENSG00000146670, ENSG00000117724, ENSG00000137812, ENSG00000170312, ENSG00000157456, ENSG00000178999, ENSG00000117399, ENSG00000166851, ENSG00000143228, ENSG00000122952, ENSG00000134690, ENSG00000154839, ENSG00000142945, ENSG00000129810	201	126	10946	6.48306088604596	5.8086928150014E-05	2.23675731590549E-06	2.04584608017653E-06
KEGG_PATHWAY	hsa05171:Coronavirus disease - COVID-19	18	5.0561797752809	6.95464056568383E-08	ENSG00000149273, ENSG00000137818, ENSG00000173372, ENSG00000142937, ENSG00000110700, ENSG00000138326, ENSG00000159189, ENSG00000174444, ENSG00000177600, ENSG00000173369, ENSG00000116251, ENSG00000185088, ENSG00000089009, ENSG00000122406, ENSG00000140988, ENSG00000089157, ENSG00000182774, ENSG00000142676	126	232	8205	5.05233990147783	1.38396394337992E-05	1.38397347257108E-05	1.38397347257108E-05
GOTERM_MF_DIRECT	GO:0008017~microtubule binding	18	5.0561797752809	1.00402651495725E-07	ENSG00000149273, ENSG00000075218, ENSG00000163808, ENSG00000137807, ENSG00000137804, ENSG00000118193, ENSG00000237649, ENSG00000117724, ENSG00000168071, ENSG00000226650, ENSG00000198901, ENSG00000117245, ENSG00000166851, ENSG00000138160, ENSG00000154839, ENSG00000101447, ENSG00000126787, ENSG00000142945	255	262	18913	5.09555455770094	4.69873393335041E-05	1.5662813633333E-05	1.5428540779843E-05
GOTERM_CC_DIRECT	GO:0000776~kinetochore	14	3.93258426966292	1.16693833402805E-07	ENSG00000156970, ENSG00000117724, ENSG00000175203, ENSG00000165480, ENSG00000137812, ENSG00000178999, ENSG00000117650, ENSG00000166851, ENSG00000143228, ENSG00000122952, ENSG00000154839, ENSG00000169375, ENSG00000142945, ENSG00000129810	267	155	20587	6.9643107406065	4.2358966820033E-05	6.05140878931688E-06	5.56796290807669E-06
GOTERM_BP_DIRECT	GO:0007094~mitotic spindle assembly checkpoint	8	2.24719101123596	1.74445429584741E-07	ENSG00000117399, ENSG00000259288, ENSG00000166851, ENSG00000143228, ENSG00000122952, ENSG00000156970, ENSG00000117724, ENSG00000178999	259	32	19357	18.6843629343629	0.000259192334777225	3.70073518476201E-05	3.65836986614857E-05
KEGG_PATHWAY	hsa03010:Ribosome	15	4.21348314606742	1.94522290292205E-07	ENSG00000149273, ENSG00000137818, ENSG00000142937, ENSG00000110700, ENSG00000138326, ENSG00000174444, ENSG00000177600, ENSG00000116251, ENSG00000185088, ENSG00000089009, ENSG00000122406, ENSG00000140988, ENSG00000089157, ENSG00000182774, ENSG00000142676	126	166	8205	5.8842512908778	3.87091903097936E-05	1.93549678840744E-05	1.93549678840744E-05
GOTERM_CC_DIRECT	GO:0005654~nucleoplasm	87	24.438202247191	2.331117928234E-07	ENSG00000075218, ENSG00000174371, ENSG00000104147, ENSG00000143190, ENSG00000142937, ENSG00000110700, ENSG00000166908, ENSG00000135486, ENSG00000075131, ENSG00000117614, ENSG00000198901, ENSG00000173207, ENSG00000198746, ENSG00000066427, ENSG00000065978, ENSG00000117650, ENSG00000182481, ENSG00000128915, ENSG00000019995, ENSG00000102760, ENSG00000143476, ENSG00000148688, ENSG00000133997, ENSG00000129173, ENSG00000138326, ENSG00000132341, ENSG00000117724, ENSG00000171311, ENSG00000133112, ENSG00000051180, ENSG00000143228, ENSG00000166483, ENSG00000051341, ENSG00000166803, ENSG00000092853, ENSG00000129810, ENSG00000166689, ENSG00000143387, ENSG00000162368, ENSG00000149273, ENSG00000137807, ENSG00000154144, ENSG00000259288, ENSG00000131747, ENSG00000110200, ENSG00000134574, ENSG00000111653, ENSG00000170312, ENSG00000168071, ENSG00000177700, ENSG00000178999, ENSG00000097021, ENSG00000080824, ENSG00000117399, ENSG00000166851, ENSG00000122952, ENSG00000134690, ENSG00000100603, ENSG00000188486, ENSG00000140988, ENSG00000010803, ENSG00000149554, ENSG00000132964, ENSG00000135679, ENSG00000146670, ENSG00000111206, ENSG00000116459, ENSG00000111445, ENSG00000137812, ENSG00000226650, ENSG00000065328, ENSG00000140451, ENSG00000085999, ENSG00000169375, ENSG00000122406, ENSG00000166946, ENSG00000185201, ENSG00000140534, ENSG00000121152, ENSG00000148773, ENSG00000189403, ENSG00000184678, ENSG00000182774, ENSG00000143320, ENSG00000145388, ENSG00000160049, ENSG00000142676	267	3962	20587	1.69311549608925	8.46160105377747E-05	1.05774475993618E-05	9.73241735037693E-06
REACTOME_PATHWAY	R-HSA-6791226~Major pathway of rRNA processing in the nucleolus and cytosol	17	4.7752808988764	2.60375289114625E-07	ENSG00000149273, ENSG00000137818, ENSG00000142937, ENSG00000110700, ENSG00000138326, ENSG00000171311, ENSG00000174444, ENSG00000177600, ENSG00000116251, ENSG00000185088, ENSG00000089009, ENSG00000122406, ENSG00000140988, ENSG00000089157, ENSG00000182774, ENSG00000142676, ENSG00000148688	201	185	10946	5.00422213258034	0.000225459609883627	8.3609398393474E-06	7.6473186765888E-06
REACTOME_PATHWAY	R-HSA-8868773~rRNA processing in the nucleus and cytosol	17	4.7752808988764	5.32809002166558E-07	ENSG00000149273, ENSG00000137818, ENSG00000142937, ENSG00000110700, ENSG00000138326, ENSG00000171311, ENSG00000174444, ENSG00000177600, ENSG00000116251, ENSG00000185088, ENSG00000089009, ENSG00000122406, ENSG00000140988, ENSG00000089157, ENSG00000182774, ENSG00000142676, ENSG00000148688	201	195	10946	4.74759535655058	0.000461306284298413	1.64980501742288E-05	1.50899120970743E-05
REACTOME_PATHWAY	R-HSA-9010553~Regulation of expression of SLITs and ROBOs	16	4.49438202247191	5.60550376358642E-07	ENSG00000149273, ENSG00000137818, ENSG00000142937, ENSG00000110700, ENSG00000138326, ENSG00000174444, ENSG00000177600, ENSG00000116251, ENSG00000185088, ENSG00000089009, ENSG00000187122, ENSG00000122406, ENSG00000140988, ENSG00000089157, ENSG00000182774, ENSG00000142676	201	172	10946	5.06583362258475	0.000485318956603087	1.67585233207911E-05	1.53281533949105E-05
GOTERM_CC_DIRECT	GO:0005925~focal adhesion	21	5.89887640449438	7.80888640514025E-07	ENSG00000149273, ENSG00000137818, ENSG00000137807, ENSG00000162736, ENSG00000142937, ENSG00000110700, ENSG00000074696, ENSG00000174444, ENSG00000139626, ENSG00000177600, ENSG00000116251, ENSG00000089009, ENSG00000122406, ENSG00000214063, ENSG00000140988, ENSG00000124942, ENSG00000089157, ENSG00000057608, ENSG00000182774, ENSG00000166710, ENSG00000085063	267	426	20587	3.80094424223242	0.000283422515436449	3.14958418340657E-05	2.89796451035205E-05
GOTERM_BP_DIRECT	GO:0007059~chromosome segregation	10	2.80898876404494	9.44737292095722E-07	ENSG00000149273, ENSG00000104147, ENSG00000117650, ENSG00000143228, ENSG00000131747, ENSG00000154839, ENSG00000126787, ENSG00000117724, ENSG00000165480, ENSG00000129810	259	78	19357	9.58172458172458	0.00140289530022109	0.000175366859845268	0.000173359293099565
REACTOME_PATHWAY	R-HSA-69618~Mitotic Spindle Checkpoint	13	3.65168539325843	9.78477939844343E-07	ENSG00000156970, ENSG00000110200, ENSG00000117724, ENSG00000137812, ENSG00000178999, ENSG00000117399, ENSG00000166851, ENSG00000143228, ENSG00000122952, ENSG00000134690, ENSG00000154839, ENSG00000142945, ENSG00000129810	201	113	10946	6.26504644917008	0.000847003400451629	2.82780124615015E-05	2.58644335432188E-05
REACTOME_PATHWAY	R-HSA-72312~rRNA processing	17	4.7752808988764	1.04308684706872E-06	ENSG00000149273, ENSG00000137818, ENSG00000142937, ENSG00000110700, ENSG00000138326, ENSG00000171311, ENSG00000174444, ENSG00000177600, ENSG00000116251, ENSG00000185088, ENSG00000089009, ENSG00000122406, ENSG00000140988, ENSG00000089157, ENSG00000182774, ENSG00000142676, ENSG00000148688	201	205	10946	4.51600533915787	0.000902905815738819	2.91727837551154E-05	2.6682834507274E-05
REACTOME_PATHWAY	R-HSA-141444~Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	12	3.37078651685393	1.30886383618246E-06	ENSG00000117399, ENSG00000166851, ENSG00000143228, ENSG00000122952, ENSG00000134690, ENSG00000156970, ENSG00000154839, ENSG00000142945, ENSG00000117724, ENSG00000137812, ENSG00000129810, ENSG00000178999	201	96	10946	6.80721393034826	0.00113283468172032	3.43874226051574E-05	3.14523946088694E-05
REACTOME_PATHWAY	R-HSA-141424~Amplification of signal from the kinetochores	12	3.37078651685393	1.30886383618246E-06	ENSG00000117399, ENSG00000166851, ENSG00000143228, ENSG00000122952, ENSG00000134690, ENSG00000156970, ENSG00000154839, ENSG00000142945, ENSG00000117724, ENSG00000137812, ENSG00000129810, ENSG00000178999	201	96	10946	6.80721393034826	0.00113283468172032	3.43874226051574E-05	3.14523946088694E-05
REACTOME_PATHWAY	R-HSA-9648025~EML4 and NUDC in mitotic spindle formation	13	3.65168539325843	1.42368058918866E-06	ENSG00000156970, ENSG00000117724, ENSG00000137812, ENSG00000178999, ENSG00000117399, ENSG00000166851, ENSG00000143228, ENSG00000122952, ENSG00000134690, ENSG00000119638, ENSG00000154839, ENSG00000142945, ENSG00000129810	201	117	10946	6.05085682697623	0.0012321485487331	3.63038550243109E-05	3.32052560949003E-05
GOTERM_CC_DIRECT	GO:0000775~chromosome, centromeric region	9	2.52808988764045	1.65576151254236E-06	ENSG00000104147, ENSG00000143228, ENSG00000134690, ENSG00000146670, ENSG00000131747, ENSG00000142945, ENSG00000117724, ENSG00000129810, ENSG00000178999	267	64	20587	10.8428721910112	0.000600861337135772	6.01041429052875E-05	5.53024345189147E-05
REACTOME_PATHWAY	R-HSA-376176~Signaling by ROBO receptors	17	4.7752808988764	2.49423714222364E-06	ENSG00000149273, ENSG00000137818, ENSG00000259288, ENSG00000142937, ENSG00000110700, ENSG00000138326, ENSG00000174444, ENSG00000177600, ENSG00000116251, ENSG00000185088, ENSG00000089009, ENSG00000187122, ENSG00000122406, ENSG00000140988, ENSG00000089157, ENSG00000182774, ENSG00000142676	201	219	10946	4.2273109339149	0.00215768091168789	6.17858172087971E-05	5.65122872509528E-05
GOTERM_BP_DIRECT	GO:0000281~mitotic cytokinesis	9	2.52808988764045	2.95534322114861E-06	ENSG00000122966, ENSG00000137807, ENSG00000166851, ENSG00000134690, ENSG00000137804, ENSG00000138180, ENSG00000226650, ENSG00000117632, ENSG00000178999	259	67	19357	10.0393591886129	0.00438201733761479	0.000487631631489521	0.00048204931651624
GOTERM_CC_DIRECT	GO:0005634~nucleus	113	31.7415730337079	3.64912960763536E-06	ENSG00000174371, ENSG00000104147, ENSG00000143190, ENSG00000142937, ENSG00000110700, ENSG00000117614, ENSG00000198901, ENSG00000198746, ENSG00000139644, ENSG00000143195, ENSG00000142945, ENSG00000019995, ENSG00000089220, ENSG00000140367, ENSG00000102760, ENSG00000143476, ENSG00000254772, ENSG00000175197, ENSG00000095574, ENSG00000138326, ENSG00000237649, ENSG00000132341, ENSG00000117724, ENSG00000171311, ENSG00000081177, ENSG00000139651, ENSG00000166483, ENSG00000138160, ENSG00000166803, ENSG00000092853, ENSG00000149273, ENSG00000131747, ENSG00000229474, ENSG00000134574, ENSG00000111653, ENSG00000177700, ENSG00000157456, ENSG00000117115, ENSG00000178999, ENSG00000100526, ENSG00000117592, ENSG00000140988, ENSG00000149554, ENSG00000162576, ENSG00000132964, ENSG00000135679, ENSG00000146670, ENSG00000174444, ENSG00000162063, ENSG00000085999, ENSG00000116251, ENSG00000119638, ENSG00000169375, ENSG00000122406, ENSG00000166946, ENSG00000259316, ENSG00000089157, ENSG00000189403, ENSG00000124942, ENSG00000143320, ENSG00000160049, ENSG00000246705, ENSG00000118193, ENSG00000109919, ENSG00000135486, ENSG00000075131, ENSG00000066427, ENSG00000065978, ENSG00000198826, ENSG00000117650, ENSG00000182481, ENSG00000121769, ENSG00000142864, ENSG00000148688, ENSG00000133997, ENSG00000130766, ENSG00000066279, ENSG00000139734, ENSG00000133112, ENSG00000051180, ENSG00000126787, ENSG00000162368, ENSG00000154146, ENSG00000137807, ENSG00000154144, ENSG00000123080, ENSG00000137804, ENSG00000170312, ENSG00000024526, ENSG00000080824, ENSG00000189057, ENSG00000166851, ENSG00000100603, ENSG00000089009, ENSG00000188486, ENSG00000010803, ENSG00000092529, ENSG00000134668, ENSG00000111206, ENSG00000181450, ENSG00000116459, ENSG00000111445, ENSG00000165490, ENSG00000137812, ENSG00000065328, ENSG00000198707, ENSG00000122966, ENSG00000185088, ENSG00000140534, ENSG00000148773, ENSG00000184678, ENSG00000145388	267	5991	20587	1.45432318265163	0.00132375952081598	0.000120421277051967	0.000110800844450019
REACTOME_PATHWAY	R-HSA-9735869~SARS-CoV-1 modulates host translation machinery	8	2.24719101123596	3.95922983213248E-06	ENSG00000149273, ENSG00000185088, ENSG00000142937, ENSG00000110700, ENSG00000138326, ENSG00000140988, ENSG00000135486, ENSG00000182774	201	37	10946	11.7746403119537	0.00342282854307085	9.53514517905239E-05	8.72130349133627E-05
GOTERM_CC_DIRECT	GO:0030496~midbody	13	3.65168539325843	5.44510565864369E-06	ENSG00000137807, ENSG00000118193, ENSG00000066279, ENSG00000117724, ENSG00000132341, ENSG00000170312, ENSG00000198901, ENSG00000178999, ENSG00000122966, ENSG00000117650, ENSG00000166851, ENSG00000134690, ENSG00000138180	267	185	20587	5.41817997773054	0.00197462659010461	0.000164714446173972	0.000151555440832249
GOTERM_BP_DIRECT	GO:0006260~DNA replication	11	3.08988764044944	5.53530917886911E-06	ENSG00000140451, ENSG00000189057, ENSG00000154144, ENSG00000169375, ENSG00000166803, ENSG00000111445, ENSG00000149554, ENSG00000140534, ENSG00000111653, ENSG00000170312, ENSG00000143476	259	122	19357	6.73862269763909	0.00819175540814465	0.000821993413062063	0.000812583387457986
GOTERM_BP_DIRECT	GO:0007049~cell cycle	18	5.0561797752809	6.55121522617112E-06	ENSG00000175197, ENSG00000154144, ENSG00000104147, ENSG00000123080, ENSG00000146670, ENSG00000110200, ENSG00000111665, ENSG00000075131, ENSG00000165490, ENSG00000111653, ENSG00000173207, ENSG00000143228, ENSG00000138160, ENSG00000100526, ENSG00000119638, ENSG00000166946, ENSG00000148773, ENSG00000102760	259	357	19357	3.76827487751857	0.00968790465918234	0.0008844140555331	0.000874289450183563
REACTOME_PATHWAY	R-HSA-68882~Mitotic Anaphase	17	4.7752808988764	6.57126354545055E-06	ENSG00000156970, ENSG00000146670, ENSG00000110200, ENSG00000117724, ENSG00000132341, ENSG00000137812, ENSG00000170312, ENSG00000157456, ENSG00000178999, ENSG00000117399, ENSG00000166851, ENSG00000143228, ENSG00000122952, ENSG00000134690, ENSG00000154839, ENSG00000142945, ENSG00000129810	201	236	10946	3.9228012479973	0.00567457137892957	0.000153980689024476	0.000140838161933575
REACTOME_PATHWAY	R-HSA-2555396~Mitotic Metaphase and Anaphase	17	4.7752808988764	6.91910994837018E-06	ENSG00000156970, ENSG00000146670, ENSG00000110200, ENSG00000117724, ENSG00000132341, ENSG00000137812, ENSG00000170312, ENSG00000157456, ENSG00000178999, ENSG00000117399, ENSG00000166851, ENSG00000143228, ENSG00000122952, ENSG00000134690, ENSG00000154839, ENSG00000142945, ENSG00000129810	201	237	10946	3.90624934399731	0.00597405389491579	0.000157864955927288	0.000144390899712041
GOTERM_BP_DIRECT	GO:0007095~mitotic G2 DNA damage checkpoint	7	1.96629213483146	7.36725841947968E-06	ENSG00000166851, ENSG00000092853, ENSG00000149554, ENSG00000140534, ENSG00000117614, ENSG00000170312, ENSG00000143476	259	36	19357	14.5322822822823	0.0108880774181956	0.00091169822941061	0.000901261279983014
REACTOME_PATHWAY	R-HSA-5663220~RHO GTPases Activate Formins	13	3.65168539325843	9.38063180883992E-06	ENSG00000156970, ENSG00000139734, ENSG00000117724, ENSG00000137812, ENSG00000178999, ENSG00000117399, ENSG00000166851, ENSG00000143228, ENSG00000122952, ENSG00000134690, ENSG00000154839, ENSG00000142945, ENSG00000129810	201	140	10946	5.05678749111585	0.00809075745150822	0.000208538660981134	0.000190739513446412
GOTERM_BP_DIRECT	GO:0051256~mitotic spindle midzone assembly	5	1.40449438202247	9.45322006491788E-06	ENSG00000137807, ENSG00000134690, ENSG00000198901, ENSG00000226650, ENSG00000178999	259	11	19357	33.971568971569	0.0139493449548085	0.00107984859972331	0.0010674866965615
GOTERM_CC_DIRECT	GO:0022625~cytosolic large ribosomal subunit	8	2.24719101123596	1.0682471869458E-05	ENSG00000137818, ENSG00000116251, ENSG00000089009, ENSG00000122406, ENSG00000174444, ENSG00000089157, ENSG00000177600, ENSG00000142676	267	59	20587	10.4548974798451	0.0038702492059981	0.000298287483739481	0.000274457354184536
GOTERM_CC_DIRECT	GO:0000940~condensed chromosome outer kinetochore	5	1.40449438202247	1.24318065359179E-05	ENSG00000166851, ENSG00000156970, ENSG00000154839, ENSG00000117724, ENSG00000165480	267	12	20587	32.1270287141074	0.00450260655969159	0.00032233898375273	0.000296587384499757
GOTERM_BP_DIRECT	GO:0051726~regulation of cell cycle	15	4.21348314606742	1.49309586117924E-05	ENSG00000175197, ENSG00000154144, ENSG00000132964, ENSG00000135679, ENSG00000111206, ENSG00000165490, ENSG00000111653, ENSG00000162063, ENSG00000166851, ENSG00000100526, ENSG00000259316, ENSG00000166803, ENSG00000166946, ENSG00000143476	259	267	19357	4.19873324367706	0.0219432363976759	0.00158374810989369	0.0015656176601508
GOTERM_MF_DIRECT	GO:0003777~microtubule motor activity	8	2.24719101123596	1.52739295603178E-05	ENSG00000117245, ENSG00000163808, ENSG00000137807, ENSG00000138160, ENSG00000118193, ENSG00000237649, ENSG00000142945, ENSG00000226650	255	60	18913	9.88915032679738	0.00712276562811631	0.00178704975855719	0.00176032038182663
GOTERM_CC_DIRECT	GO:0005876~spindle microtubule	7	1.96629213483146	2.34721851034639E-05	ENSG00000166851, ENSG00000138160, ENSG00000154839, ENSG00000165480, ENSG00000170312, ENSG00000198901, ENSG00000178999	267	45	20587	11.9940907199334	0.00848430658044896	0.000568026879503826	0.000522647321637129
GOTERM_BP_DIRECT	GO:0007018~microtubule-based movement	9	2.52808988764045	2.48680606594356E-05	ENSG00000117245, ENSG00000163808, ENSG00000137807, ENSG00000138160, ENSG00000118193, ENSG00000237649, ENSG00000142945, ENSG00000152763, ENSG00000226650	259	89	19357	7.55771983861871	0.0362799177370883	0.00246193800528412	0.00243375420320343
GOTERM_CC_DIRECT	GO:0022627~cytosolic small ribosomal subunit	7	1.96629213483146	2.67029538321047E-05	ENSG00000149273, ENSG00000185088, ENSG00000142937, ENSG00000110700, ENSG00000138326, ENSG00000140988, ENSG00000182774	267	46	20587	11.7333496173262	0.00964647304309474	0.000605823265065875	0.000557424161245185
REACTOME_PATHWAY	R-HSA-195258~RHO GTPase Effectors	19	5.33707865168539	3.01431089641522E-05	ENSG00000156970, ENSG00000246705, ENSG00000118193, ENSG00000139734, ENSG00000117724, ENSG00000137812, ENSG00000198901, ENSG00000178999, ENSG00000122966, ENSG00000117399, ENSG00000166851, ENSG00000143228, ENSG00000122952, ENSG00000134690, ENSG00000188486, ENSG00000154839, ENSG00000142945, ENSG00000129810, ENSG00000184678	201	327	10946	3.16420953337289	0.0257665533745715	0.000653351886797999	0.000597587135214317
REACTOME_PATHWAY	R-HSA-72695~Formation of the ternary complex, and subsequently, the 43S complex	8	2.24719101123596	4.08043270304931E-05	ENSG00000149273, ENSG00000084623, ENSG00000185088, ENSG00000142937, ENSG00000110700, ENSG00000138326, ENSG00000140988, ENSG00000182774	201	52	10946	8.37810945273632	0.0347201968015778	0.000862862232571648	0.00078921539841905
REACTOME_PATHWAY	R-HSA-2467813~Separation of Sister Chromatids	14	3.93258426966292	4.72310179360475E-05	ENSG00000156970, ENSG00000146670, ENSG00000110200, ENSG00000117724, ENSG00000137812, ENSG00000178999, ENSG00000117399, ENSG00000166851, ENSG00000143228, ENSG00000122952, ENSG00000134690, ENSG00000154839, ENSG00000142945, ENSG00000129810	201	191	10946	3.9916647130838	0.0400777884953676	0.000974983155965553	0.000891766600554421
GOTERM_CC_DIRECT	GO:0005871~kinesin complex	7	1.96629213483146	4.86432236124558E-05	ENSG00000117245, ENSG00000163808, ENSG00000137807, ENSG00000138160, ENSG00000118193, ENSG00000237649, ENSG00000142945	267	51	20587	10.5830212234707	0.0175029321736716	0.00103867589243067	0.000955696275680015
GOTERM_MF_DIRECT	GO:0019899~enzyme binding	17	4.7752808988764	5.91155886292208E-05	ENSG00000149273, ENSG00000135679, ENSG00000074696, ENSG00000131747, ENSG00000111445, ENSG00000065328, ENSG00000139644, ENSG00000175899, ENSG00000080824, ENSG00000051180, ENSG00000119655, ENSG00000117399, ENSG00000100603, ENSG00000188486, ENSG00000140988, ENSG00000089220, ENSG00000110917	255	380	18913	3.3180701754386	0.0272876895794688	0.00534619746281564	0.00526623297085045
GOTERM_MF_DIRECT	GO:0003723~RNA binding	39	10.9550561797753	6.85409931130211E-05	ENSG00000149273, ENSG00000137804, ENSG00000142937, ENSG00000110700, ENSG00000131747, ENSG00000229474, ENSG00000135486, ENSG00000117614, ENSG00000241058, ENSG00000065978, ENSG00000080824, ENSG00000117133, ENSG00000255508, ENSG00000100603, ENSG00000089009, ENSG00000182481, ENSG00000140988, ENSG00000089220, ENSG00000142864, ENSG00000148688, ENSG00000198015, ENSG00000138326, ENSG00000171311, ENSG00000132341, ENSG00000174444, ENSG00000133112, ENSG00000084623, ENSG00000102738, ENSG00000116251, ENSG00000185088, ENSG00000169375, ENSG00000122406, ENSG00000148773, ENSG00000189403, ENSG00000089157, ENSG00000124942, ENSG00000182774, ENSG00000057608, ENSG00000142676	255	1466	18913	1.97310809726346	0.0315692336466022	0.00534619746281564	0.00526623297085045
GOTERM_CC_DIRECT	GO:0072686~mitotic spindle	10	2.80898876404494	8.80272495388072E-05	ENSG00000149273, ENSG00000137807, ENSG00000138160, ENSG00000137804, ENSG00000154839, ENSG00000101447, ENSG00000237649, ENSG00000165480, ENSG00000169607, ENSG00000170312	267	140	20587	5.50749063670412	0.0314501228413594	0.00177521619903261	0.00163339451922009
GOTERM_MF_DIRECT	GO:0005524~ATP binding	40	11.2359550561798	8.82588585556008E-05	ENSG00000137807, ENSG00000259288, ENSG00000118193, ENSG00000166908, ENSG00000131747, ENSG00000065357, ENSG00000136156, ENSG00000170312, ENSG00000178999, ENSG00000080824, ENSG00000143776, ENSG00000117650, ENSG00000166851, ENSG00000142945, ENSG00000149554, ENSG00000143374, ENSG00000103356, ENSG00000089220, ENSG00000140367, ENSG00000107796, ENSG00000163808, ENSG00000132964, ENSG00000156970, ENSG00000237649, ENSG00000111445, ENSG00000226650, ENSG00000051180, ENSG00000117245, ENSG00000122966, ENSG00000140451, ENSG00000100714, ENSG00000085999, ENSG00000166483, ENSG00000138160, ENSG00000119638, ENSG00000051341, ENSG00000168067, ENSG00000148773, ENSG00000162368, ENSG00000166866	255	1539	18913	1.92770961536011	0.0404654623192555	0.00590073511486017	0.00581247625630457
GOTERM_BP_DIRECT	GO:0006974~cellular response to DNA damage stimulus	14	3.93258426966292	9.03653997528113E-05	ENSG00000149273, ENSG00000175197, ENSG00000131747, ENSG00000134574, ENSG00000075131, ENSG00000065328, ENSG00000051180, ENSG00000188486, ENSG00000051341, ENSG00000259316, ENSG00000166803, ENSG00000149554, ENSG00000143476	259	276	19357	3.79103016059538	0.125662700579048	0.0083870386645578	0.00829102542732044
REACTOME_PATHWAY	R-HSA-72649~Translation initiation complex formation	8	2.24719101123596	9.34058154076268E-05	ENSG00000149273, ENSG00000084623, ENSG00000185088, ENSG00000142937, ENSG00000110700, ENSG00000138326, ENSG00000140988, ENSG00000182774	201	59	10946	7.38409646681845	0.077707826060132	0.00184051913541846	0.00168342753677836
REACTOME_PATHWAY	R-HSA-72702~Ribosomal scanning and start codon recognition	8	2.24719101123596	9.34058154076268E-05	ENSG00000149273, ENSG00000084623, ENSG00000185088, ENSG00000142937, ENSG00000110700, ENSG00000138326, ENSG00000140988, ENSG00000182774	201	59	10946	7.38409646681845	0.077707826060132	0.00184051913541846	0.00168342753677836
REACTOME_PATHWAY	R-HSA-72662~Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	8	2.24719101123596	0.000104125982995062	ENSG00000149273, ENSG00000084623, ENSG00000185088, ENSG00000142937, ENSG00000110700, ENSG00000138326, ENSG00000140988, ENSG00000182774	201	60	10946	7.26102819237148	0.0862312938500995	0.00200616060570486	0.00183493121144631
GOTERM_BP_DIRECT	GO:0000086~G2/M transition of mitotic cell cycle	7	1.96629213483146	0.000108638569288465	ENSG00000122966, ENSG00000132688, ENSG00000166851, ENSG00000166483, ENSG00000111206, ENSG00000149554, ENSG00000170312	259	57	19357	9.1782835467046	0.149087251387866	0.00948989855255124	0.00938125998326278
GOTERM_CC_DIRECT	GO:0016020~membrane	74	20.7865168539326	0.000114506810967983	ENSG00000075218, ENSG00000129562, ENSG00000111716, ENSG00000142937, ENSG00000110700, ENSG00000118193, ENSG00000109919, ENSG00000135486, ENSG00000177600, ENSG00000139644, ENSG00000142583, ENSG00000182481, ENSG00000143195, ENSG00000142945, ENSG00000142864, ENSG00000166710, ENSG00000184743, ENSG00000254772, ENSG00000085063, ENSG00000163808, ENSG00000133997, ENSG00000198892, ENSG00000138326, ENSG00000237649, ENSG00000132341, ENSG00000280670, ENSG00000229344, ENSG00000143303, ENSG00000143228, ENSG00000138160, ENSG00000155719, ENSG00000140479, ENSG00000166887, ENSG00000057608, ENSG00000149273, ENSG00000214530, ENSG00000198168, ENSG00000169241, ENSG00000065357, ENSG00000175203, ENSG00000136156, ENSG00000139626, ENSG00000170312, ENSG00000168071, ENSG00000157456, ENSG00000134256, ENSG00000117632, ENSG00000134531, ENSG00000080824, ENSG00000139187, ENSG00000134291, ENSG00000100926, ENSG00000089009, ENSG00000117592, ENSG00000140988, ENSG00000110917, ENSG00000162736, ENSG00000171492, ENSG00000116459, ENSG00000174444, ENSG00000198707, ENSG00000122966, ENSG00000100714, ENSG00000150527, ENSG00000122406, ENSG00000121152, ENSG00000138180, ENSG00000089157, ENSG00000124942, ENSG00000148773, ENSG00000185885, ENSG00000182774, ENSG00000255274, ENSG00000142676	267	3739	20587	1.52601238288994	0.0407162362053423	0.00218768275691462	0.00201290920333191
KEGG_PATHWAY	hsa04110:Cell cycle	10	2.80898876404494	0.000129473018522819	ENSG00000117399, ENSG00000135679, ENSG00000166851, ENSG00000166483, ENSG00000156970, ENSG00000123080, ENSG00000110200, ENSG00000149554, ENSG00000170312, ENSG00000157456	126	127	8205	5.12748406449194	0.0254376677588519	0.00858837689534697	0.00858837689534697
GOTERM_BP_DIRECT	GO:0006281~DNA repair	14	3.93258426966292	0.000163795450550239	ENSG00000149273, ENSG00000174371, ENSG00000111206, ENSG00000134574, ENSG00000111445, ENSG00000170312, ENSG00000051180, ENSG00000140451, ENSG00000085999, ENSG00000051341, ENSG00000092853, ENSG00000140534, ENSG00000149554, ENSG00000189403	259	293	19357	3.57107277926391	0.216057791976267	0.0135131246703947	0.0133584289670972
REACTOME_PATHWAY	R-HSA-156711~Polo-like kinase mediated events	5	1.40449438202247	0.000165692876377743	ENSG00000166851, ENSG00000166483, ENSG00000111206, ENSG00000117724, ENSG00000157456	201	16	10946	17.0180348258706	0.133680863055653	0.0031229505178153	0.00285640110799023
